delta electronic energy
-0.07731532847435574
0.012665143796255052
0.02079415720140787
3.4169761597948423
3.3356702029542475
3.2104562238984045
3.5269475097053373
3.0839238191388176
3.1428541996382364
3.3422957479451156
3.1850037597326946
3.1387616807893437
3.2257694208100816
3.1252547257973333
6.843737646422028
6.440430690816754
6.10255980847603
