coord0_sorted,coord1_sorted,coord2_sorted,coord3_sorted,coord4_sorted,coord5_sorted,coord0,coord1,coord2,coord3,coord4,coord5
9.05591839413239,-0.8703275262231841,4.919421697903806,-0.8710497496497577,9.055287553124916,3.2054955713527606,9.05591839413239,-0.8703275262231841,4.919421697903806,-0.8710497496497577,9.055287553124916,3.2054955713527606
9.05591839413239,-0.8703275262231841,4.919421697903806,-0.8710497496497577,9.055287553124916,3.2054955713527606,9.092250563533838,9.093082318581963,4.062175019993374,-0.9070433525776961,-0.9076207222852811,4.061904076338521
9.05591839413239,-0.8703275262231841,4.919421697903806,-0.8710497496497577,9.055287553124916,3.2054955713527606,6.964868035356649,6.964883666279212,-1.7254798699722351,6.964616934036442,6.9655889448264965,-1.7258069409492427
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,9.055357712666998,9.129957247851346,4.919573368364396,-10.870764944450224,9.05497026701726,3.20564474127907
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,11.18330092230958,1.2578711260795687,10.707076587869416,-8.742710036263897,1.182077886013138,8.993206588640524
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,12.570774921944828,11.359488155104579,-8.744522371839158,1.3590102739698033,2.5711389562840594,5.292760220053169
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,6.928535865955201,-2.998526178525936,-0.868233192061803,7.0006105369643805,16.928497220236693,-2.5822154459350033
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,11.22019377317642,1.2209961968101835,9.849678239498393,1.2210115556086305,-8.780513103289406,9.849465923699974
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,12.534442752543377,1.3960783102994316,-7.887275693928726,1.395003876897742,12.534047231694256,4.436351715067409
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,6.92797518448981,7.001758595548595,-0.8680815216012133,-2.9991046578360847,16.92817993412904,-2.5820662760086934
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,9.056479075597782,-10.870612300297717,4.919270027443216,9.128665445150707,9.055604839232569,3.2053464014264508
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,14.66238596218596,-6.476007811472348,-2.099772474423707,3.5230587850840682,4.6611548506901315,10.223913562428864
14.661825280720569,3.5242769626021846,-2.0996208039631177,-6.476656409716397,4.660837564582478,10.224062732355172,11.183861603774972,-8.742413647994965,10.706924917408823,1.2570051585365687,1.182395172120791,8.993057418714214
12.533882071077986,11.396363084373963,-7.887124023468138,-8.604711317902725,12.533729945586602,4.436500884993718,12.533882071077986,11.396363084373963,-7.887124023468138,-8.604711317902725,12.533729945586602,4.436500884993718
12.533882071077986,11.396363084373963,-7.887124023468138,-8.604711317902725,12.533729945586602,4.436500884993718,16.78976849036315,-4.3478091591695955,3.6878824155419014,-4.348601501530071,-3.212054816421646,16.011624579716624
12.533882071077986,11.396363084373963,-7.887124023468138,-8.604711317902725,12.533729945586602,4.436500884993718,1.3220682979016312,2.607154106723228,6.150960980265707,2.6065020022305556,21.322629922671474,-9.600633437011103
