coord0,coord1,coord2,coord3,coord4,coord5
0.030424408705208572,-6.412582352904222,-5.000631929881502,-8.660250567600652,-4.999922078489378,-5.819998414074058
0.030424408705208572,-6.412582352904222,-5.000631929881502,-8.660250567600652,-4.999922078489378,-5.819998414074058
0.030424408705208572,-6.412582352904222,-5.000631929881502,-8.660250567600652,-4.999922078489378,-5.819998414074058
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
0.030420040635958934,-7.624235284472971,-5.000737278635839,-8.659549657122207,-15.000629487426735,4.105612297205662
-1.4569538171471663e-05,-14.037324109018577,-0.0005233961197214032,0.0001125367123389065,-20.000282470171694,-1.715293760521499
-1.4569538171471663e-05,-14.037324109018577,-0.0005233961197214032,0.0001125367123389065,-20.000282470171694,-1.715293760521499
-1.4569538171471663e-05,-14.037324109018577,-0.0005233961197214032,0.0001125367123389065,-20.000282470171694,-1.715293760521499
