coord0,coord1,coord2,coord3,coord4,coord5
6.885165753645062e-07,-0.8164967745115559,-0.5002388352825166,-0.2882605124324158,-0.49953947541315025,0.8662911255444268
1.414617395445461e-08,2.245046941684592e-07,-0.9999995770864483,0.0008278947451512142,-0.9999999387597194,0.0005318811944990398
9.480317031407282e-09,-0.8164962397617133,-0.9995217382880301,0.5781783333821735,-1.9710544013618048e-07,-2.9109250881953486e-07
7.076103084591168e-07,-5.686333103827046e-07,-1.5007164118151517,-0.8647833346986717,-0.4995394388584312,0.8662911658895588
2.410331800817289e-08,-0.8164970726379559,-1.0009553725747364,-1.1538717416164057,-1.0000002967105777,0.0005318543514100105
6.931824322320423e-07,-3.102451483494306e-07,-0.5007166740809347,-0.8656109510694381,-1.4995392170674293,0.8668232978314346
2.857405012601788e-08,-3.3883467864814776e-08,-1.9999993148206654,0.0016555111159174407,-1.6055072116216706e-07,-2.507473767510149e-07
6.838507184414588e-07,-1.632993238777963,-0.4997609964840985,0.2890899262046065,0.5004602662411289,0.8657589532574188
6.832252882338352e-07,0.8164969868975016,-0.49976087859264634,0.28908868529211873,-1.499538859116571,0.8668233246745236
7.029444515360694e-07,-0.8164970328997179,-1.5002385730167338,-0.28743289606164957,0.500460302795848,0.8657589936025509
1.9437461085125562e-08,-1.632993536904363,-1.0004775337763183,-0.5765213029793834,-5.550562986406191e-07,-3.1793559773785063e-07
1.3529298327208394e-06,-0.8164964763851559,0.0004777020097033683,0.577350716751574,0.0009213458842773964,1.7320503967374434
1.37202356581545e-06,-2.705069103714486e-07,-0.9999998745229319,0.0008278944853180592,0.0009213824389964513,1.7320504370825756
1.3575956896438868e-06,-1.2118748338174612e-08,-1.3678871469378906e-07,2.7811455172166433e-07,-0.9990783957700019,1.7325825690244514
3.853119412422501e-08,-0.8164973310261179,-2.000955110308954,-1.1530441252456392,-5.185015796110946e-07,-2.775904657248418e-07
1.3766894227940085e-06,0.8164961937594971,-1.0004777133213498,-0.5765225441517041,-0.9990783592152829,1.732582609369583
3.437279350038125e-10,-2.4494897427826086,4.275631681517622e-08,1.5192868726421338e-06,-5.916110178366771e-07,-3.5828072997290406e-07
