delta delta total energy
-0.9557761602935644
-1.0253131858648068
-0.994280140405591
-1.2968854878179998
-1.3368177069410967
-1.2306187953775547
-1.35108739702338
-1.0754903355334209
-1.1952909459776055
-1.2672983178456327
-1.210375803865718
-1.1124067021895394
-1.1527300424038947
-1.1370174864940017
-1.6465660220597176
-1.337032086574565
-1.1886982492439593
