1.336242063782610678e+00,9.857709305606020544e-01,1.025521373483157195e+00,9.083361681086057349e-01,8.856727168498234048e-01,-1.134359068750413257e+00,1.035805351303061839e+00,7.844528156698257204e-01,8.244982480871589914e-01,7.424243989636650776e-01,7.262069681534647492e-01,-9.969302633323955387e-01,1.145350537181800243e+00,8.561868008280867359e-01,8.799183309002630571e-01,7.819076521723656858e-01,8.427660559284607666e-01,-1.027286817522916396e+00,1.194157814719175592e+00,8.895702468784076888e-01,9.336446654659111832e-01,8.325634119456626347e-01,7.737824516245062068e-01,-1.053543808959149342e+00,1.194158046856300670e+00,8.967195112908266097e-01,9.347711227099421150e-01,8.369195540043514736e-01,8.460542245483277934e-01,-1.103686946157041993e+00,1.242959830581898961e+00,9.300775359784139162e-01,9.884796235709760737e-01,8.875539345275812453e-01,7.631816938008659790e-01,-1.120736229588954025e+00,7.098899187840731484e-01,1.503104241788773277e-01,3.013815035495876482e-01,1.299218612560229524e-01,1.364361790678990438e+00,-4.334107026614248404e-01,5.070695798999671489e-01,1.248826960919173640e-01,2.171250648493449897e-01,9.915619666778714703e-02,1.189682467906547192e+00,-3.811830933871348526e-01,6.084936975415747851e-01,1.358096413566740879e-01,2.589395567184202829e-01,1.134143604798118765e-01,1.208300046874376754e+00,-3.855285711366517321e-01,6.084795586746811757e-01,1.373212337349976331e-01,2.592453343013010891e-01,1.145134535816754312e-01,1.291690875192773369e+00,-4.114769487873304321e-01,6.084795543633408910e-01,1.378718595358586207e-01,2.592611299919101997e-01,1.145645880438863201e-01,1.292062265191444181e+00,-4.126355620925598600e-01,6.084956265615281135e-01,1.393810990427281349e-01,2.595740153996496380e-01,1.156617579323321737e-01,1.372358448304134892e+00,-4.376175016968272824e-01
1.393184499801771281e+00,1.028874596972088939e+00,1.088851118046208155e+00,9.699642576735948429e-01,8.399035011512843152e-01,-1.188102793759379994e+00,1.194161479584736174e+00,8.931455710843150264e-01,9.342100777483252072e-01,8.347424965723038159e-01,8.163511219730311685e-01,-1.075584390876339169e+00,9.951295659672823035e-01,7.536538404563020155e-01,7.792551257137740883e-01,6.983953619637169874e-01,7.598472587225033603e-01,-9.572064140176451685e-01,1.145353027234512489e+00,8.526256022186131656e-01,8.793641077260472283e-01,7.797408127514882104e-01,8.129815784108774812e-01,-1.006217707745725942e+00,1.194157921636409547e+00,8.931456188933507567e-01,9.342080431017085740e-01,8.347420471809153808e-01,8.094468456139775059e-01,-1.078418470077547653e+00,1.242959955802329208e+00,9.336522431649476594e-01,9.890427945270942045e-01,8.897318063116336218e-01,8.054262269462509893e-01,-1.149789273847875881e+00,7.098909492647192954e-01,1.520962669236536891e-01,3.016987926247203800e-01,1.310456882337019402e-01,1.458412214673887597e+00,-4.632775962490034982e-01,6.084797839602661407e-01,1.375966245855651804e-01,2.592533153439269822e-01,1.145390957697909606e-01,1.288920653014429929e+00,-4.111824437086797346e-01,5.070810017192663999e-01,1.230955369972948077e-01,2.168106292848218652e-01,9.803134386048220628e-02,1.119458634134927522e+00,-3.589506606923371645e-01,6.084785284881631950e-01,1.355354736607071175e-01,2.589280680966836723e-01,1.133896952975787659e-01,1.208271655773373476e+00,-3.849985751980893878e-01,6.084795543633406689e-01,1.375965668056607638e-01,2.592532324757650386e-01,1.145390238160120255e-01,1.291870806031550245e+00,-4.120509050923272798e-01,6.084956265615285576e-01,1.396564434701253188e-01,2.595819132879013669e-01,1.156873230525092278e-01,1.372503700770488999e+00,-4.382371235302405799e-01
1.393184645891807349e+00,1.033044139107399451e+00,1.089508044465357095e+00,9.725046830706964851e-01,8.814400410405186514e-01,-1.216938817656319172e+00,1.242966295990557857e+00,9.300902216191062610e-01,9.884906539653722790e-01,8.875651044972828752e-01,7.693019270863203918e-01,-1.124360061390104137e+00,1.145350566102959045e+00,8.561868067030837803e-01,8.799183493774460629e-01,7.819076609031695435e-01,8.487059916018321326e-01,-1.030892310110486987e+00,9.951316169102440989e-01,7.506861700525770953e-01,7.787932576709422072e-01,6.965896551706485251e-01,7.293343450904297143e-01,-9.359173397866548116e-01,1.145350145207314041e+00,8.561996235010720380e-01,8.799254212541345321e-01,7.819179775590789916e-01,8.489337814811553917e-01,-1.030910520964180233e+00,1.242959830581972236e+00,9.300775364349838092e-01,9.884796236659089130e-01,8.875539348764255321e-01,7.691216189149747695e-01,-1.124341695582626199e+00,7.098909492647198505e-01,1.523715597087189899e-01,3.017066901441365911e-01,1.310712524727884742e-01,1.458655658287261181e+00,-4.639174745790838328e-01,6.084808141489684852e-01,1.393823850788162289e-01,2.595705817093935663e-01,1.156628545335772196e-01,1.372530901829534189e+00,-4.376601441942732373e-01,6.084936975416314064e-01,1.358096413686944171e-01,2.589395567226570050e-01,1.134143604924676141e-01,1.208246883105808411e+00,-3.855610339139081688e-01,5.070683619213066651e-01,1.228215464626950804e-01,2.167998273135511300e-01,9.800679654166594146e-02,1.119509611899217383e+00,-3.584399440796962044e-01,6.084785238841335930e-01,1.358107242871108566e-01,2.589359435043078750e-01,1.134151971465833519e-01,1.208435504337857402e+00,-3.855688198094699426e-01,6.084956265615281135e-01,1.393810990698585439e-01,2.595740154009010814e-01,1.156617579365692705e-01,1.372305292004081911e+00,-4.376499573414677768e-01
1.450127081910966842e+00,1.076147805518887113e+00,1.152837789028407833e+00,1.034132772635684816e+00,8.249395918950138684e-01,-1.263959291548327535e+00,1.393188246346888759e+00,1.028874482882903063e+00,1.088853306343956939e+00,9.699647093653849250e-01,8.517324674190510647e-01,-1.188028386652510315e+00,9.951295900682475271e-01,7.536538453521326453e-01,7.792551411114265747e-01,6.983953692393873869e-01,7.684774966314277256e-01,-9.569399635259220327e-01,9.544609606730254381e-01,7.198989661694153996e-01,7.335594595543888374e-01,6.525708225088363568e-01,7.549444438904501231e-01,-8.910624709844161551e-01,1.145350019987422918e+00,8.526257311035947417e-01,8.793623416459015463e-01,7.797404707356428988e-01,8.165379296406697351e-01,-1.008978212791450391e+00,1.242959955802402483e+00,9.336522436215182186e-01,9.890427946220279320e-01,8.897318066604780196e-01,8.085055645640936151e-01,-1.152323688755555020e+00,7.098919797453653313e-01,1.541574024534953513e-01,3.020239792192693229e-01,1.321950794504672955e-01,1.549636527132292718e+00,-4.927426055784885350e-01,7.098910182092671439e-01,1.520963135724640869e-01,3.016988322039753090e-01,1.310457536355809083e-01,1.455054887358544269e+00,-4.623037094251521428e-01,5.070810017193232433e-01,1.230955370093152063e-01,2.168106292890585873e-01,9.803134387313802711e-02,1.116806665779597862e+00,-3.582041513087717566e-01,5.070673317347883513e-01,1.210357863884045232e-01,2.164825611089338520e-01,9.688303825756940102e-02,1.047117110851071953e+00,-3.354054468172322778e-01,6.084785238841333710e-01,1.355354315569128332e-01,2.589280459881630470e-01,1.133896329187090990e-01,1.208205097502403014e+00,-3.850054058371121246e-01,6.084956265615285576e-01,1.396564434972556168e-01,2.595819132891527548e-01,1.156873230567464633e-01,1.372448883540993592e+00,-4.382431357242073111e-01
1.450126935681842477e+00,1.071977397488411921e+00,1.152180682554523550e+00,1.031591685620968812e+00,7.837266809722797101e-01,-1.234910911699307112e+00,1.393188392576114820e+00,1.033044891545842336e+00,1.089510412948774265e+00,9.725057968614311266e-01,8.863603673359995438e-01,-1.212649512784552241e+00,1.035800246405003788e+00,7.844416689014009902e-01,8.244890680817025252e-01,7.424146753788454234e-01,7.286797629373206187e-01,-9.990972231339044773e-01,1.096545250924861659e+00,8.156803504256631143e-01,8.250816405029405276e-01,7.269173113028255528e-01,8.358679391831844718e-01,-9.556309033076245685e-01,9.951316015584924513e-01,7.506867834010255702e-01,7.787933771735218169e-01,6.965901220361839785e-01,7.270622177035372946e-01,-9.350823221522237549e-01,1.194155170569697111e+00,8.967068558737897321e-01,9.347620837789084591e-01,8.369086400316840813e-01,8.558818864460818743e-01,-1.103360879866269295e+00,7.098919797453651093e-01,1.538820892039102217e-01,3.020160807558868177e-01,1.321695120150026548e-01,1.549386195510682906e+00,-4.921000004212665591e-01,7.098910182092676990e-01,1.523716268565998566e-01,3.017067306691892381e-01,1.310713210772899706e-01,1.455352795320045356e+00,-4.629101497900404150e-01,5.070820316287012464e-01,1.248812704977716459e-01,2.171278763075324414e-01,9.915504543427565431e-02,1.189432980604728574e+00,-3.811819410029788080e-01,6.084774980084505236e-01,1.337496515768126504e-01,2.586107800350408992e-01,1.122658717239333470e-01,1.125084722532102566e+00,-3.584576485952457592e-01,5.070683583283395190e-01,1.228215662951993303e-01,2.167998272135272797e-01,9.800679935565563550e-02,1.119506973592626409e+00,-3.584163513778770294e-01,6.084945966530370676e-01,1.378707101672276558e-01,2.592646663354611358e-01,1.145636216885903974e-01,1.288840847027719505e+00,-4.117627609666923982e-01
1.393188015646383615e+00,1.028875311160931227e+00,1.088853364228481446e+00,9.699653190224261090e-01,8.380875464342755210e-01,-1.179733117405951992e+00,1.393188246486150028e+00,1.028875349848170861e+00,1.088853486621213174e+00,9.699653718006544523e-01,8.380874983352821772e-01,-1.179733226448572925e+00,1.035800350755297528e+00,7.874205911516447554e-01,8.249583771275488253e-01,7.442295682226258702e-01,7.599621477795401869e-01,-1.020899272637717736e+00,1.145353027353952946e+00,8.526263457882704566e-01,8.793642623443443940e-01,7.797413809019917430e-01,8.044544036930201258e-01,-1.001646080446864984e+00,1.145353011183808611e+00,8.526263387184734865e-01,8.793642526441839413e-01,7.797413737060141514e-01,8.044543269854749212e-01,-1.001645994245175864e+00,1.035800067713400052e+00,7.874205476971219975e-01,8.249582364524582490e-01,7.442295106409092531e-01,7.599621950047606989e-01,-1.020899086408640466e+00,7.098909495579192042e-01,1.520963289343506830e-01,3.016988144821340923e-01,1.310457535244062555e-01,1.455162504804145440e+00,-4.622376649607543020e-01,7.098910182092671439e-01,1.520963340970544198e-01,3.016988331507125531e-01,1.310457568413417873e-01,1.455162839980891354e+00,-4.622377538249157203e-01,5.070820316287015794e-01,1.251566149097135816e-01,2.171357741956290444e-01,9.918061055402999093e-02,1.189577586648197238e+00,-3.817121530079712888e-01,6.084785284881631950e-01,1.355354941884136522e-01,2.589280690435643573e-01,1.133896985038258670e-01,1.208322344992663666e+00,-3.849405262708974762e-01,6.084785241764986141e-01,1.355354933911005477e-01,2.589280677833574740e-01,1.133896980235624963e-01,1.208322288245779363e+00,-3.849405171798911396e-01,5.070819226276690461e-01,1.251566066299709123e-01,2.171357445718063717e-01,9.918060534301006981e-02,1.189577182069349925e+00,-3.817120360182141847e-01
1.450127081771878768e+00,1.076146939623722210e+00,1.152837608973671379e+00,1.034132111018070566e+00,8.316323940001089099e-01,-1.268036716195977132e+00,1.450127345049571970e+00,1.076146983836430149e+00,1.152837751868662997e+00,1.034132172773906344e+00,8.316323256431340516e-01,-1.268036836412526513e+00,1.194155382628224737e+00,8.931322008372022392e-01,9.341990802189598098e-01,8.347308370013234446e-01,8.253919075674950312e-01,-1.081819367026171541e+00,9.544584699855350740e-01,7.198984602251186082e-01,7.335578683183535675e-01,6.525700706300977538e-01,7.600788785197960529e-01,-8.941772987830436392e-01,9.544584545342461590e-01,7.198984539074599898e-01,7.335578589672109295e-01,6.525700640179873391e-01,7.600788124811719282e-01,-8.941772105065621812e-01,1.194155045349340138e+00,8.931321491438257709e-01,9.341989129177241669e-01,8.347307685964758805e-01,8.253919403365822527e-01,-1.081819157584401836e+00,7.098919797453653313e-01,1.541573819889754671e-01,3.020239782753031954e-01,1.321950762540890778e-01,1.549583535174663851e+00,-4.927749946240087553e-01,7.098920483979693774e-01,1.541573873498510161e-01,3.020239970346556557e-01,1.321950798410762018e-01,1.549583910139744392e+00,-4.927750945406150218e-01,6.084947274510662529e-01,1.375953748691712553e-01,2.592568037453674146e-01,1.145380620662610899e-01,1.288595376384122915e+00,-4.112117369546289258e-01,5.070673314415934385e-01,1.210357243788005577e-01,2.164825392519084957e-01,9.688297296802061975e-02,1.047056068407666407e+00,-3.354369159965445157e-01,5.070673278491324432e-01,1.210357237766494509e-01,2.164825382420701438e-01,9.688297268622697578e-02,1.047056044070630243e+00,-3.354369082155418957e-01,6.084945966530368455e-01,1.375953657669607977e-01,2.592567684484609059e-01,1.145380565726504263e-01,1.288594942868360516e+00,-4.112116075781263036e-01
1.279303143608062188e+00,9.426679783379566802e-01,9.621938751023787484e-01,8.467091398924487811e-01,9.130137844628216648e-01,-1.076938918764993369e+00,1.076476031740718486e+00,8.152406437097239333e-01,8.697321903708344903e-01,7.864437120691973870e-01,6.786128496489085560e-01,-1.033752727272590599e+00,1.336242293106560286e+00,9.899272762668591685e-01,1.026170148080612687e+00,9.108655704154539068e-01,9.177064354719285388e-01,-1.157810448307737827e+00,1.242962602323278043e+00,9.265156351078575048e-01,9.879253778240725259e-01,8.853865792903409249e-01,7.253713681935849422e-01,-1.094739727128380746e+00,1.145353261623590635e+00,8.597741235134266358e-01,8.804904118606530217e-01,7.840963873528857819e-01,8.773252257858814573e-01,-1.051437582554717975e+00,1.035799859012682234e+00,7.814627023862318334e-01,8.240196181922608831e-01,7.405997243341549963e-01,6.881429390691063963e-01,-9.715064699922092428e-01,7.098888885966275764e-01,1.485246434447980435e-01,3.010642363318688508e-01,1.287980995690483910e-01,1.270562636496838538e+00,-4.034818730835174061e-01,5.070706100886691603e-01,1.266684771097587592e-01,2.174423321615483740e-01,1.002799586373342017e-01,1.259946192250466668e+00,-4.033474090430280157e-01,7.099074232733184608e-01,1.505848236284720587e-01,3.013936290628258519e-01,1.299466437926893592e-01,1.364434452888584781e+00,-4.339795725971726803e-01,6.084805888611991564e-01,1.391070143369944334e-01,2.595626014527986358e-01,1.156372150720191005e-01,1.372384008254741605e+00,-4.370244190972530363e-01,6.084785241764995023e-01,1.360860788514964281e-01,2.589438628156476296e-01,1.134408264793110716e-01,1.208679306440993750e+00,-3.860941906658427181e-01,5.070819226276682690e-01,1.246059177751766278e-01,2.171199487953032470e-01,9.912947510265576745e-02,1.189402196513970944e+00,-3.805967959970693593e-01
1.336242063643521716e+00,9.857700646654369292e-01,1.025521193428420075e+00,9.083355064909912624e-01,8.759939234331791669e-01,-1.129193352459590960e+00,1.076476136090692926e+00,8.182188877794893678e-01,8.702014234619485089e-01,7.882583013983240905e-01,7.147483606113527177e-01,-1.058825619068269663e+00,1.336242147016148962e+00,9.857567851165183193e-01,1.025513115416429422e+00,9.083247204341614589e-01,8.757876307216130307e-01,-1.129175253727325190e+00,1.194154825894186978e+00,8.895696397452510507e-01,9.336427559826686595e-01,8.325625096911754008e-01,7.721140048259328426e-01,-1.046140357490213058e+00,9.951318102583113223e-01,7.566432707301528060e-01,7.797318431872453104e-01,7.002193000752441332e-01,7.892978378196628952e-01,-9.780408546660410707e-01,1.194154920128836839e+00,8.895574415007212465e-01,9.336357418666713093e-01,8.325528964635793283e-01,7.719240742254598331e-01,-1.046124791730392189e+00,7.098899187840731484e-01,1.503104037143574989e-01,3.013815026056214097e-01,1.299218580596446793e-01,1.364412428614040662e+00,-4.333507201457078017e-01,5.070706100886693823e-01,1.269437698693042793e-01,2.174502296800252255e-01,1.003055228732823989e-01,1.260044933114661259e+00,-4.039125921661965157e-01,7.099074232733181278e-01,1.503094792165301230e-01,3.013857311747292211e-01,1.299210786729348699e-01,1.364198711229282157e+00,-4.333421504678069969e-01,6.084795583814862630e-01,1.373211717253935704e-01,2.592453124442753443e-01,1.145133882921266083e-01,1.288772487323365690e+00,-4.105480530212065604e-01,5.070683583283402962e-01,1.233721517555951830e-01,2.168156222458174909e-01,9.805792781140425241e-02,1.119772777365254823e+00,-3.594628120694369766e-01,6.084945966530365125e-01,1.373200213124333435e-01,2.592488705589578446e-01,1.145124914482360950e-01,1.288574725968692380e+00,-4.105403108631603404e-01
1.393184645752718387e+00,1.033043273212234769e+00,1.089507864410620641e+00,9.725040214530822347e-01,8.784476886200046630e-01,-1.215860353407319128e+00,1.291771237735714006e+00,9.706095081507017941e-01,1.043334464415121010e+00,9.425657874188724250e-01,7.492547174998718251e-01,-1.192599297626136590e+00,1.336242180757500675e+00,9.857567919706807791e-01,1.025513136973143169e+00,9.083247306200998850e-01,8.894556325076289349e-01,-1.137471590089864426e+00,9.951291262227538459e-01,7.506856641082798598e-01,7.787916664349069373e-01,6.965889032919100332e-01,7.329897204417802348e-01,-9.326349239731689389e-01,9.544585588841554280e-01,7.228766975720234411e-01,7.340270919740725653e-01,6.543846530375172499e-01,7.859076626715694180e-01,-9.122176501666295900e-01,1.194154920128910113e+00,8.895574419572914726e-01,9.336357419616058140e-01,8.325528968124243923e-01,7.840063077901230360e-01,-1.053458562746799387e+00,7.098909492647198505e-01,1.523715392441993000e-01,3.017066892001705192e-01,1.310712492764102566e-01,1.458652576824021940e+00,-4.638900892539579157e-01,6.084818443376706076e-01,1.414434588562031581e-01,2.598957465400736910e-01,1.168121807390724992e-01,1.453613892747452008e+00,-4.637969269651275317e-01,7.099074232733748602e-01,1.503094792285504244e-01,3.013857311789658877e-01,1.299210786855906907e-01,1.364090579012656068e+00,-4.334081755301209538e-01,5.070683616281116413e-01,1.228214844530910177e-01,2.167998054565258570e-01,9.800673125211720182e-02,1.116901222066497779e+00,-3.576609924098675952e-01,5.070673278491326652e-01,1.213110165068474050e-01,2.164904357582153049e-01,9.690853691410131199e-02,1.047230248165983202e+00,-3.359206985752566932e-01,6.084945966530365125e-01,1.373200213395635860e-01,2.592488705602091770e-01,1.145124914524733445e-01,1.288466602225354585e+00,-4.106063278781889037e-01
