coord0,coord1,coord2,coord3,coord4,coord5,num_dope
-6.972952196382978,-6.965502850152465,1.691067185867945,-6.972952122539873,-6.965502841208313,1.691067222271756,2
0.9153508661275084,-9.084646242367961,-4.0781533720330545,0.9153510312626195,-9.084646357699295,-4.078153204845557,2
-1.1987103497312457,-6.97216519549271,-9.855979314169316,-6.966284159306058,-1.1928293380764892,1.6910709402326507,2
-6.0576035714720184,-7.885152177620767,-2.3870817858531668,2.107395490713682,-16.050151359557137,5.77781794801389,4
3.0265927814185503,-6.969350418909206,1.691972641255814,-6.976800725694869,-16.965953359441325,1.6987635796155298,4
-4.858890980524223,-9.077983897027718,7.468893128004207,0.9086830680288049,-14.857319860831119,-4.078156922806452,4
-0.28336172482028743,-7.891814522961012,-13.934128285890425,2.1140634539474967,-10.277477856425312,5.777821665974785,4
-9.087013412241733,-4.853021803277214,-4.086758756268317,-14.85458731310855,0.9263141784144929,7.460291367349963,4
-6.970132895815267,-11.193279720486473,1.6987671147153391,8.800834824986294,-6.976012859089089,-9.855073707267538,4
-8.171664787330773,-5.7726711307455165,-8.164907727989428,-5.774239699854995,-8.15833433993433,11.547042093092097,4
0.9125315655597965,-4.856869372033955,-4.085853300880449,-14.858435916263545,-9.07413633981852,7.467987724693737,4
-16.972497174184507,-6.961655281395725,1.6901617304800758,-6.969103519384875,3.0349476770246984,1.6833708649279822,4
-16.05714854927355,-7.881304608864027,-2.387987241241035,2.11124409386868,-6.049700841324125,5.770121590670117,4
-14.858435958325753,-9.074136328270976,7.467987672616339,0.9125316711838022,-4.856869342598108,-4.085853280150225,4
1.8278801904707547,-5.776518699502258,-8.164002272601557,-5.778088303009992,-18.15878485816734,11.554738450435874,6
-13.943087333414796,-9.993785655739277,3.389838700895227,9.992879284437358,-13.94151786094693,0.0008974455919086299,6
-0.0028170593511628317,-3.937220044565653,-0.007704329159337053,-23.9387835295171,0.010512178530304728,3.3812369989516027,6
