coord0,coord1,coord2,coord3,coord4,coord5,num_dope
-2.7897402811376,7.183079751239001,-3.5188171133437516,6.518356973592358,7.608246087718454,5.278660285291549,2
3.833267785273593,1.7573529871438271,2.8498526963487385,0.8510497167397585,13.158994482884898,0.4611797405744178,2
5.573033155975531,3.2343751309970865,1.946232586344745,11.47792556363537,4.442939639590417,-1.7915942031712073,2
12.196041222386722,-2.1913516330980882,8.314902396037237,5.8106183067827715,9.993688034756858,-6.6090747478883385,4
2.7413162489713363,-3.289175391570284,15.78388187209475,1.0247945584636,11.398574277971122,-1.2481522570951054,4
11.328069401021203,5.614401328136335,11.947144350559583,-4.0605016222042165,8.875671266991855,-1.4676066828455059,4
4.481081619673275,-1.8121532477170241,14.880261762090756,11.651670405359212,2.682519434676642,-3.5009262008407305,4
-1.9179467318011816,16.465854856326683,-0.7901952688253988,7.274112891500981,-2.2258255233410287,8.167354406588757,4
-10.50469988385105,7.5622781366200655,3.046542252709769,12.359409072168798,0.2970774876382364,8.386808832339156,4
-2.1419264467379184,3.61357351637815,8.511591952398266,17.31897766221181,-2.868228960489801,1.3165543438764005,4
6.444826705311948,12.517150236084769,4.674854430863098,12.233681481543995,-5.391131971469065,1.097099918126,4
10.50469988385105,-7.5622781366200655,-3.046542252709769,-12.359409072168798,-0.2970774876382364,-8.386808832339156,4
-4.749663638805374,9.942304333759314,13.047454016924608,-3.1790181136707885,4.729809115039677,8.71079635266486,4
12.244465254552985,-6.085255992766806,-3.9501623627137628,-1.7325332252731864,-9.013132330932716,-10.63958277608478,4
5.3528751690096925,7.470621857370658,17.60888360660911,12.407426323267837,-7.151552176382841,-0.6122320795435232,6
1.8733444276058169,4.51657756966414,19.416123826617095,-8.846325370523386,10.280557510206119,3.893315807947727,6
7.536778241614204,17.563678614798878,-8.259174744882912,12.059936639820153,-3.6307117665552906,2.806431915795523,6
