coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,coord11,coord12,coord13,coord14,coord15,coord16,coord17,coord18,coord19,coord20,coord21,coord22,coord23
0.4531003963948324,-2.365876342365752,5.1476279995189875,0.37122741934310705,-1.3812588675372284,-0.5066904310544251,7.761107516892722e-05,-0.700521358526825,0.643720900555769,-0.37886282081721095,0.35589383088056736,-0.27858276223572354,0.008006777181159705,-0.0015351946192820826,0.00865252772866472,-0.09553826326912596,-0.08463799292493747,-0.3138059260860804,0.01684907819543575,0.03490082020760543,-0.11018765846732052,0.18496811679792297,0.04733410357135145,0.19161115411942625
1.823290781551809,-2.069775223591274,-1.8196841810329278,2.053544512206508,2.1813042696456617,-1.159059444500736,-1.6450742274582437,-0.2633640969638909,-0.0035969112848007745,0.7160403596535827,-0.37514506411930215,-0.3566552686892656,-0.026116407403285784,-0.015408116002035866,-0.012391966235260165,-0.08422900402021215,-0.4561526622975342,0.48033867023490134,0.027949969675829137,-0.09365721658320476,0.11009078920583003,0.3798047791316176,-0.06463294822683617,-0.10196312760814472
-0.45309053631081814,2.316471713509217,1.0004136565034019,-0.3711000357551409,1.9203994059167142,-0.6664314009527047,6.268439269018411e-06,-0.8291633992149127,-0.3312224362002348,-1.7214490174398018,0.30495734154766874,0.05007107571902446,-0.00731937868660786,-0.005337725789739688,-0.005742651161564195,0.01543620215588625,0.6662286424912545,0.36389865886643596,0.05142062143379546,0.002153742447272052,1.586403176724132e-05,-0.1850484973770618,-0.09343899485476873,0.14026218289698586
-1.5913093380139245,0.5962526371744382,-0.3126599134576561,-1.5835126938385438,0.02418946918917088,0.4048604519744737,-0.5484183260873151,-0.4795035197683685,-0.6841870203785082,1.859977521455976,-0.3332495225112388,-0.12350626494237761,-0.01132264646187436,0.02473156334482493,-0.005842893847620665,0.06322707083938894,-0.13891057781948987,-0.2300839402337686,-0.0367016590068341,-0.14537727505079198,-0.11008076377509218,-0.4674229312786022,0.15157267255960077,-0.035702271262459125
-0.9116478915596595,1.6206353194193879,-3.7703599863639754,-1.026619287227932,-0.3357778075761554,-0.8798562486961222,0.2741397442318377,-0.6560015167152693,-0.715493312958524,0.3141431483329256,0.41219815078543975,1.0791952308250343,0.05118451577401296,-0.001800774382949501,0.033984624248515075,-0.016944934421438476,0.4488767059256272,-0.13357743385240375,-0.06844336892565706,0.0536479415975809,-0.16511275125359673,-0.18990816596316737,-0.3271136655002794,-0.028144382296718895
0.2265543242914281,-0.010157485731173217,-0.49385075182855975,0.18570051923647712,-0.2995675540423706,-0.8881936490733697,1.370908564644901,-0.26046615182803046,0.44812451422766153,-0.37510855174324753,0.2741779307335646,-0.05982784615500821,-0.028384436645107192,-0.01473732126096639,0.009816910375509977,0.06888373520184102,-0.1784674946244404,0.030846952808842303,-0.09500979566175843,0.01498483003385965,0.16517981748135988,0.09254375358761067,0.08575371333538494,-0.051024787373461424
0.9224738350270403,-2.1819732631163564,0.25370956346909207,1.5954830291648254,-0.3429865922275177,0.06546063370128513,-0.2742581313517783,0.06451861472917038,-0.8908397013781826,-0.6055314752713588,-0.2133503065838449,-0.16186740845169492,0.007662878660169309,-0.00810560356579233,-0.006495930529784391,-0.05547985803889286,-0.4411130061809821,-0.08019680990462048,-0.036539129992614355,-0.07322535976735053,-0.055032453095066436,-0.17041401098829573,0.11860851017344139,-0.18610814986549995
0.690469439359724,1.202199278305323,2.5893500448657187,1.1253531190859316,-2.5707940099200144,1.3103660324491981,-0.822539127634984,-0.6781381166114064,-0.17635178300402274,0.7128254632814363,-0.5044558099707657,0.7300418652121679,-0.02977564381021907,0.004504001251996836,0.03518669786419413,-0.07651809725620294,-0.4175889583978751,-0.3004043681884608,0.068044765465426,0.029237375787998017,0.05506732761134834,-0.08280541080694427,0.050338814338295026,0.10097467746472158
-0.9170699344330965,-0.22736607541285908,-3.20027884577481,-1.310897442639914,-0.6581822096121268,-1.7943212374284612,-3.0089276219435514e-05,-1.5498899809043323,-0.4513457476142787,0.2570597392727818,0.09068164331518834,0.46064024164548284,0.03620201575693241,0.0014462289856603029,0.009165103233360483,0.05399689498633357,0.007471551777263887,0.3995915944519883,-0.06647318593475673,-0.11692915455199836,0.22025416318879476,-0.009723967131426259,-0.11895710839066592,0.18972325919272026
0.9170791431848601,0.8845508099731436,-4.462903504390798,1.3110708381994518,0.36653451739083937,0.37667391598762845,0.5483007811437441,-0.4173896943928589,-0.3209919546983918,-0.2932554466720275,0.5649294845364656,0.42707372920664005,-0.0013920757655482316,0.01422370229582785,0.00030257923420742253,-0.14536082855947477,-0.0811197189356844,0.41380476907957875,-0.02412616818023181,-0.08379644675411109,-0.11010300064049737,0.009716061363483559,-0.0904116802469843,-0.10353984570968588
-0.45855141270805294,-0.7296538250148843,0.6741989146391167,-0.655283440703536,-1.2369450771685837,-2.2813403124670035,-0.8226138021934903,-0.34762931002152897,-1.2485935618209592,0.46040237437814796,0.13529465905472524,1.1100656929116435,0.001735954049132146,-0.0025489293192268087,0.0008635813093987108,0.10530334420656783,0.235895507813105,-0.03710436374188953,0.10882682903792731,0.04790800431410931,-0.055048090750467425,-0.004821817312288939,0.22538347468814232,-0.2182588828791931
0.2374121481899087,-1.2337812795424747,-0.534282439563028,0.7543429421170681,0.8864329922832158,0.1595215875422803,0.2742088163366137,0.45990070734315064,0.5462353369307628,-0.16487838986526676,0.7708709543615611,0.8980155389031079,-0.07190627854790343,0.005163241943906547,0.002825408327030142,0.030343707757976613,0.08410526477714389,0.1308377440728025,-0.042579582005575926,-0.02354943699549815,-0.16509870415370012,-0.2678159882168273,-0.22781072291323223,-0.15947905008456092
-2.1722446723902827e-06,2.5069442369495767,-2.096159121339311,-9.20229277701757e-06,-1.4788982525105099e-06,3.610586569707873e-06,-1.0967101721886536,-1.7930985702972952,-0.7406127719139003,-1.4382427331540326,-4.462329829609945e-06,-1.8370157783302573e-05,-0.025428765929636128,6.465578606319231e-08,7.8160876286091e-08,-0.16429737148659498,-0.7887718639362328,-0.11906614565596246,-0.10256465728176682,0.12247982738446915,-1.7637391663963953e-07,4.3761115875991077e-07,-4.215702454194492e-07,2.682444411321817e-07
-1.375589559531283,1.8925551187902525,-1.984188873592714,-1.9667436217818082,-0.12922120740450233,0.8115068753851801,-0.27412488290421655,-0.7649011314655483,0.44471993677027255,-0.8019880452443134,-0.25062440314869194,-0.7622470710742366,0.00034427932476858547,-0.01793490803585683,-0.03163875946892614,-0.04005038467880927,-0.016290643726108535,-0.20187290032513278,0.044204213225117785,-0.08942614641044107,-0.16519304257461415,-0.014616231717817943,-0.19512943028724922,0.09414919809655999
-1.6021420370180643,-0.568458390375547,1.877517770815169,-2.152484226319856,0.6503312211415606,2.0236876608580663,-0.5482905255030828,-0.3447433737724982,0.1637501943297248,-0.6581149418364923,-0.6930364289917417,-0.24666010552712453,-0.0005323727386720241,-0.0009106349564007736,-0.03174741005356069,0.2584335984944711,0.11675072548148789,-0.24151155960636198,-0.08196563885210542,0.0354105565020483,-1.2038608127314963e-05,-0.10713200193310277,-0.1162318270715102,0.25646333709464414
1.3701644750734496,-0.5899079148940423,-0.6175458719955127,1.6823119042050234,-0.2134739603527787,-0.30501208713004896,-5.600238156013728e-05,1.1125718121920762,-0.32258120166640825,-0.17180595528018933,-0.03289819596472356,-0.13995036530036034,-0.0020792321244641867,-0.01685112298460634,0.0037716954564091802,-0.06528361586712259,-0.07806466516745382,-0.13013297104130223,0.0163998827191628,-0.11243214638060363,-3.695506401931621e-05,0.19480580558375113,0.4389766940646082,-0.31882523410876845
0.9170469565528279,-2.7514073299656463,3.381091207970374,1.3113131364543265,-0.3242673511675567,-1.941874699599084,-0.5484578212608102,0.7007092279548496,-1.238528842563898,-0.944805177586739,-0.01697215036634811,0.6659499987530513,-0.008007196936860118,0.0014662458513549942,0.01028136443694046,0.09552901819288281,-0.12364052939565298,0.340621394194205,0.02645371059611844,-0.024216758889959302,0.22028017834565577,0.009751854273177927,-0.10594905807290932,-0.004330268921509343
