D e_atom
-1.5671316084145008
-2.385581632423781
-1.8164962005883343
-2.1055120695962604
-1.9065886984033558
-0.7377152916591729
-1.027273145645994
-1.9219271759792935
-1.6316715242044655
-1.3597255811273943
-1.627354257989099
-1.1388229433912773
-2.419130917101983
-1.5347499789859729
-1.8374396386506522
-1.2252813791292727
-2.2549295626763968
-0.3633673039455392
-1.2737694599984923
-1.5448426074690804
-2.488766873470512
-1.0689757301184262
-2.6712696216853136
-1.071014465640518
-1.4028244601602626
-0.5014828448805293
-1.0946720911018009
-0.9449901212489511
-1.0828767097280423
-2.0550292664249117
-1.8586838606091067
-0.7464304997053421
-0.42333719912811496
-1.250522846878356
-2.648054171168427
-1.6075697916658545
-1.692445525536117
-1.041467057491035
-0.6176374968498113
-2.0898228497417666
-1.7731043779385107
-1.0380273012543046
-1.852383406464286
-1.1216915314540064
-2.248529635497606
-0.825474987620213
-1.422028087389025
-1.1427671967501727
-0.9721479917606519
-2.779092581267422
-1.0414113166501
-1.5394220378247372
-2.283293311518195
-0.8935464841086276
-1.3835441723504562
-1.5323593910505213
-0.5278564048426961
-1.573675935355185
-1.1017647157150794
-2.3343996135073883
-0.6502585877164382
-1.5003590590495595
-1.4893338240840865
-2.178886506505977
-0.35651737573833664
-0.23490491862050256
-0.4149457925920945
-0.6944006759056993
-1.9608316955357612
-1.2371238624371461
-1.9926470850871727
-0.2263292505749792
-0.15068785598966095
-0.643588599467039
-2.3947116752183764
-1.4588174878065718
-1.7106297206903935
-1.3311649279151414
-0.22771558733303898
-0.8567805991221338
-0.22631932035143798
-0.7331689344575114
-0.7370284507323266
-0.943075050101287
-2.0710646485807036
-1.4566494774519914
-0.4283442951659584
-0.9664564277616581
-0.3213868282368697
-2.4615548674840273
-1.4949737684260516
-0.4918932476937119
-1.8881992450626957
-1.3553283294877918
-0.2300810360639094
-0.2104697202362491
-1.2892644209592152
-1.6290392883189941
-1.0497978242747639
-0.7605467629114901
-1.3791876219302583
-0.5113270463117079
-1.1844977846251812
-0.6717695399403727
-0.7859019853646476
-1.4395518291271845
-1.6432941589639984
-0.6486130659096307
-2.0632438087196068
-1.6436845794778936
-0.35747967648966217
-1.3644159059131642
-0.8900499449566031
-0.7921784596332362
-0.5578862631324046
-1.5258720003860606
-0.43399579051104986
-1.4713763657223797
-2.0868301849526905
-1.5534549398692423
-1.2634312402663443
-0.830689960908261
-2.2157455725187436
-0.21965355548219812
-0.21641021660185977
-1.9189674726290367
-1.331505512215971
-1.2498470096189056
